id;title;description;vendor;published;cvss_score;severity;attack_vector;cwe_category;cwe_explanation;source
ICSA-21-315-02;Multiple Data Distribution Service (DDS) Implementations (Update A);"EXECUTIVE SUMMARY

  * **CVSS v3 8.6**
  * **ATTENTION:** Exploitable remotely/low attack complexity
  * **Vendors:** Eclipse, eProsima, GurumNetworks, Object Computing, Inc. (OCI), Real-Time Innovations (RTI), TwinOaks Computing
  * **Equipment:** CycloneDDS, FastDDS, GurumDDS, OpenDDS, Connext DDS Professional, Connext DDS Secure, Connext DDS Micro, CoreDX DDS
  * **Vulnerabilities:** Write-what-where Condition, Improper Handling of Syntactically Invalid Structure, Network Amplification, Incorrect Calculation of Buffer Size, Heap-based Buffer Overflow, Improper Handling of Length Parameter Inconsistency, Amplification, Stack-based Buffer Overflow



CISA is aware of a public report detailing vulnerabilities found in multiple open-source and proprietary Object Management Group (OMG) Data-Distribution Service (DDS) implementations...";All vendors;01/02/2022 12:00;98;CRITICAL;;CWE-120;This CWE specifically addresses buffer overflows, which are directly mentioned as vulnerabilities in the report.;Vulners
ICSA-21-315-02;Multiple Data Distribution Service (DDS) Implementations (Update A);"EXECUTIVE SUMMARY

  * **CVSS v3 8.6**
  * **ATTENTION:** Exploitable remotely/low attack complexity
  * **Vendors:** Eclipse, eProsima, GurumNetworks, Object Computing, Inc. (OCI), Real-Time Innovations (RTI), TwinOaks Computing
  * **Equipment:** CycloneDDS, FastDDS, GurumDDS, OpenDDS, Connext DDS Professional, Connext DDS Secure, Connext DDS Micro, CoreDX DDS
  * **Vulnerabilities:** Write-what-where Condition, Improper Handling of Syntactically Invalid Structure, Network Amplification, Incorrect Calculation of Buffer Size, Heap-based Buffer Overflow, Improper Handling of Length Parameter Inconsistency, Amplification, Stack-based Buffer Overflow



CISA is aware of a public report detailing vulnerabilities found in multiple open-source and proprietary Object Management Group (OMG) Data-Distribution Service (DDS) implementations...";All vendors;01/02/2022 12:00;98;CRITICAL;;CWE-20;The 'Improper Handling of Syntactically Invalid Structure' and 'Improper Handling of Length Parameter Inconsistency' suggest potential failures in input validation.;Vulners
ICSA-21-315-02;Multiple Data Distribution Service (DDS) Implementations (Update A);"EXECUTIVE SUMMARY

  * **CVSS v3 8.6**
  * **ATTENTION:** Exploitable remotely/low attack complexity
  * **Vendors:** Eclipse, eProsima, GurumNetworks, Object Computing, Inc. (OCI), Real-Time Innovations (RTI), TwinOaks Computing
  * **Equipment:** CycloneDDS, FastDDS, GurumDDS, OpenDDS, Connext DDS Professional, Connext DDS Secure, Connext DDS Micro, CoreDX DDS
  * **Vulnerabilities:** Write-what-where Condition, Improper Handling of Syntactically Invalid Structure, Network Amplification, Incorrect Calculation of Buffer Size, Heap-based Buffer Overflow, Improper Handling of Length Parameter Inconsistency, Amplification, Stack-based Buffer Overflow



CISA is aware of a public report detailing vulnerabilities found in multiple open-source and proprietary Object Management Group (OMG) Data-Distribution Service (DDS) implementations...";All vendors;01/02/2022 12:00;98;CRITICAL;;CWE-400;'Network Amplification' and 'Amplification' vulnerabilities highlight the potential for attackers to exploit these flaws to amplify the impact of their attacks.;Vulners
NVD:CVE-2021-38439;CVE-2021-38439;All versions of GurumDDS are vulnerable to heap-based buffer overflow, which may cause a denial-of-service condition or remotely execute arbitrary code.;Gurum DDS;05/05/2022 17:15;98;CRITICAL;;CWE-122;Heap-based buffer overflows (CWE-122) occur when data written to a buffer allocated on the heap exceeds the buffer's boundaries, potentially overwriting critical data and allowing for arbitrary code execution or denial of service.;Vulners
CVE-2021-38439;CVE-2021-38439;All versions of GurumDDS are vulnerable to heap-based buffer overflow, which may cause a denial-of-service condition or remotely execute arbitrary code.;Gurum DDS;05/05/2022 17:15;98;CRITICAL;;CWE-122;CWE-122 represents a Heap-Based Buffer Overflow, which occurs when content intended for a specific portion of memory on the heap exceeds its allocated bounds, potentially overwriting adjacent data and leading to crashes or code execution.;Vulners
NVD:CVE-2021-38423;CVE-2021-38423;All versions of GurumDDS improperly calculate the size to be used when allocating the buffer, which may result in a buffer overflow.;Gurum DDS;05/05/2022 17:15;98;CRITICAL;;CWE-122;CWE-122 (Heap-based Buffer Overflow) occurs when a program writes data outside the allocated memory space on the heap, potentially leading to data corruption, crashes, or arbitrary code execution.;Vulners
CVE-2021-38423;CVE-2021-38423;All versions of GurumDDS improperly calculate the size to be used when allocating the buffer, which may result in a buffer overflow.;Gurum DDS;05/05/2022 17:15;98;CRITICAL;;CWE-120;CWE-120 (Classic Buffer Overflow) occurs when a program writes data past the boundaries of a fixed-size buffer, potentially leading to code execution or other unexpected behavior. In this case, the improper calculation of the buffer size during allocation allows for writing beyond the allocated memory space.;Vulners
PRION:CVE-2021-38423;Buffer overflow;All versions of GurumDDS improperly calculate the size to be used when allocating the buffer, which may result in a buffer overflow.;Gurum DDS;05/05/2022 17:15;75;;;CWE-120;CWE-120 (Buffer Copy without Checking Size of Input), also known as 'Classic Buffer Overflow,'  occurs when data is copied to a buffer without ensuring the copied data fits within the buffer's boundaries.  In this case, GurumDDS miscalculates the buffer size, potentially leading to an overflow during allocation.;Vulners
PRION:CVE-2021-38439;Heap overflow;All versions of GurumDDS are vulnerable to heap-based buffer overflow, which may cause a denial-of-service condition or remotely execute arbitrary code.;Gurum DDS;05/05/2022 17:15;75;;;CWE-1291;Heap-based Buffer Overflow occurs when a program writes data past the allocated buffer size on the heap, which can lead to memory corruption, crashes, and potential code execution.;Vulners
CVELIST:CVE-2021-38423;CVE-2021-38423 GurumDDS Heap-based Incorrect Calculation of Buffer Size;All versions of GurumDDS improperly calculate the size to be used when allocating the buffer, which may result in a buffer overflow.;Gurum DDS;05/05/2022 15:23;66;MEDIUM;;CWE-120;CWE-120 (Classic Buffer Overflow) occurs because the software performs an operation on a buffer, but it can read from or write to a portion of memory that is outside of the intended buffer.;Vulners
CVELIST:CVE-2021-38439;CVE-2021-38439 GurumDDS Heap-based Buffer Overflow;All versions of GurumDDS are vulnerable to heap-based buffer overflow, which may cause a denial-of-service condition or remotely execute arbitrary code.;Gurum DDS;05/05/2022 15:14;86;HIGH;;CWE-122;Heap-based buffer overflow occurs when content intended for a specific portion of memory, allocated during runtime (the heap), overflows into adjacent memory locations due to insufficient bounds checking. This can lead to data corruption, crashes, or even remote code execution.;Vulners
NVD:CVE-2024-31680;CVE-2024-31680;File Upload vulnerability in Shibang Communications Co., Ltd. IP network intercom broadcasting system v.1.0 allows a local attacker to execute arbitrary code via the my_parser.php component.;CoreDX DDS;17/04/2024 00:15;88;HIGH;;CWE-434;CWE-434 (Unrestricted Upload of File with Dangerous Type) occurs when an application allows an attacker to upload or transfer files of dangerous types that can be automatically processed by the web server or other software in a way that executes contained code.;Vulners
CVE-2024-31680;CVE-2024-31680;File Upload vulnerability in Shibang Communications Co., Ltd. IP network intercom broadcasting system v.1.0 allows a local attacker to execute arbitrary code via the my_parser.php component.;CoreDX DDS;17/04/2024 00:15;88;HIGH;;CWE-434;Unrestricted Upload of File with Dangerous Type. This vulnerability occurs when the application allows an attacker to upload or transfer files of dangerous types, which can then be executed on the server.;Vulners
CVELIST:CVE-2024-31680;CVE-2024-31680;File Upload vulnerability in Shibang Communications Co., Ltd. IP network intercom broadcasting system v.1.0 allows a local attacker to execute arbitrary code via the my_parser.php component.;CoreDX DDS;16/04/2024 00:00;0;NONE;;CWE-434;Unrestricted Upload of File with Dangerous Type. The software allows the upload of files with dangerous types that can be automatically interpreted and executed on the server.;Vulners
VULNRICHMENT:CVE-2024-31680;CVE-2024-31680;File Upload vulnerability in Shibang Communications Co., Ltd. IP network intercom broadcasting system v.1.0 allows a local attacker to execute arbitrary code via the my_parser.php component.;CoreDX DDS;16/04/2024 00:00;0;NONE;;CWE-434;CWE-434 (Unrestricted Upload of File with Dangerous Type) occurs when an application allows an attacker to upload or transfer files of dangerous types that can be executed or interpreted by the system. In this case, the vulnerability in the 'my_parser.php' component allows arbitrary code execution.;Vulners
NVD:CVE-2024-3218;CVE-2024-3218;A vulnerability classified as critical has been found in Shibang Communications IP Network Intercom Broadcasting System 1.0. This affects an unknown part of the file /php/busyscreenshotpush.php. The manipulation of the argument jsondata[callee]/jsondata[imagename] leads to path traversal: '../filedir'. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-259065 was assigned to this vulnerability.;CoreDX DDS;03/04/2024 00:15;54;MEDIUM;;CWE-22;CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')) occurs when software constructs a pathname from user-supplied input, allowing the attacker to access files outside of the intended directory. This is exactly what the description illustrates.;Vulners
CVE-2024-3218;CVE-2024-3218;A vulnerability classified as critical has been found in Shibang Communications IP Network Intercom Broadcasting System 1.0. This affects an unknown part of the file /php/busyscreenshotpush.php. The manipulation of the argument jsondata[callee]/jsondata[imagename] leads to path traversal: '../filedir'. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-259065 was assigned to this vulnerability.;CoreDX DDS;03/04/2024 00:15;54;MEDIUM;;CWE-22;CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')) occurs when software constructs a path to a file or directory using user-supplied input that is not properly validated, allowing an attacker to access files or directories outside the intended scope.;Vulners
CVELIST:CVE-2024-3218;CVE-2024-3218 Shibang Communications IP Network Intercom Broadcasting System busyscreenshotpush.php path traversal;A vulnerability classified as critical has been found in Shibang Communications IP Network Intercom Broadcasting System 1.0. This affects an unknown part of the file /php/busyscreenshotpush.php. The manipulation of the argument jsondata[callee]/jsondata[imagename] leads to path traversal: '../filedir'. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-259065 was assigned to this vulnerability.;CoreDX DDS;02/04/2024 23:31;54;MEDIUM;;CWE-22;Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');Vulners
VULNRICHMENT:CVE-2024-3218;CVE-2024-3218 Shibang Communications IP Network Intercom Broadcasting System busyscreenshotpush.php path traversal;A vulnerability classified as critical has been found in Shibang Communications IP Network Intercom Broadcasting System 1.0. This affects an unknown part of the file /php/busyscreenshotpush.php. The manipulation of the argument jsondata[callee]/jsondata[imagename] leads to path traversal: '../filedir'. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-259065 was assigned to this vulnerability.;CoreDX DDS;02/04/2024 23:31;54;MEDIUM;;CWE-22;CWE-22 (Improper Limitation of a Path Traversal Input) occurs when an application allows user-supplied input to access files or directories outside the intended scope. This vulnerability arises from insufficient validation or sanitization of user-provided paths.;Vulners
CVE-2019-14365;CVE-2019-14365;The Intercom plugin through 1.2.1 for WordPress leaks a Slack Access Token in source code. An attacker can obtain a lot of information about the victim's Slack (channels, members, etc.).;Intercom DDS;12/11/2019 21:15;75;HIGH;;CWE-522;This vulnerability involves the improper storage of sensitive information, such as the Slack Access Token, directly within the source code, making it easily accessible to attackers.;Vulners
NVD:CVE-2019-14365;CVE-2019-14365;The Intercom plugin through 1.2.1 for WordPress leaks a Slack Access Token in source code. An attacker can obtain a lot of information about the victim's Slack (channels, members, etc.).;Intercom DDS;12/11/2019 21:15;75;HIGH;;CWE-522;This vulnerability falls under CWE-522: Insufficiently Protected Credentials. The Intercom plugin for Wordpress inadvertently exposed a Slack Access Token in its source code, making it easily accessible to attackers. This weakness stems from a failure to adequately protect sensitive credentials.;Vulners
PRION:CVE-2019-14365;Code injection;The Intercom plugin through 1.2.1 for WordPress leaks a Slack Access Token in source code. An attacker can obtain a lot of information about the victim's Slack (channels, members, etc.).;Intercom DDS;12/11/2019 21:15;50;;;CWE-522;This vulnerability involves the Intercom plugin storing sensitive information, a Slack Access Token, directly in the source code. CWE-522 (Insufficiently Protected Credentials) addresses cases where credentials are not adequately protected, making them retrievable from the client-side source code.;Vulners
CVELIST:CVE-2019-14365;CVE-2019-14365;The Intercom plugin through 1.2.1 for WordPress leaks a Slack Access Token in source code. An attacker can obtain a lot of information about the victim's Slack (channels, members, etc.).;Intercom DDS;12/11/2019 20:47;0;NONE;;CWE-522;CWE-522 (Insufficiently Protected Credentials or Keys) occurs because the Intercom plugin for WordPress inadvertently exposes a Slack Access Token within its source code. This vulnerability allows attackers to potentially extract sensitive information and gain unauthorized access to the victim's Slack workspace.;Vulners
WPVDB-ID:5CEC0600-9B6D-47D7-9AF5-1A126A5E9A8E;WP Intercom Slack <= 1.2.2 - Slack Access Token Disclosure;"The Intercom plugin through 1.2.2 leaks a Slack Access Token in source code. An attacker can obtain a lot of information about the victim's Slack (channels, members, etc.).
";Intercom DDS;12/11/2019 00:00;50;;;CWE-200;This vulnerability falls under CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor). The Intercom plugin inadvertently exposes the Slack Access Token within its source code, allowing unauthorized individuals to potentially access and exploit sensitive information from the victim's Slack workspace.;Vulners
VERACODE:5884;Insecure Logout;"intercom-rails is vulnerable to insecure logouts. The library does not delete cookies on a user logging out, meaning that users aren't properly signed out, allowing a malicious user to access the system as a different user.
";Intercom DDS;05/03/2018 09:59;0;;;CWE-613;This vulnerability falls under CWE-613: Insufficient Session Expiration. The description highlights that the 'intercom-rails' library fails to clear session cookies upon user logout.  This could allow an attacker to reuse existing cookies to hijack a user's session if they gain access to the victim's browser or network.;Vulners
OBB:282348;alphacommunications.com XSS vulnerability ;"##### Vulnerable URL:
    
    
    https://www.alphacommunications.com/search.php?find=Intercom+Set&find;=suresh""/>
    

##### Details:

Description| Value  
---|---  
Patched:| No  
Latest check for patch:| 24.11.2017  
Vulnerability type:| XSS  
Vulnerability status:| Publicly disclosed  
Alexa Rank| 1626790  
VIP website status:| No  
Check alphacommunications.com SSL connection:| (Grade: A)  
  
##### Coordinated Disclosure Timeline:

Description| Value  
---|---  
Vulnerability submitted via Open Bug Bounty| 26 August, 2017 12:57 GMT  
Generic security notifications sent to website owner| 26 August, 2017 12:59 GMT  
Notification sent to subscribers (without technical details)| 26 August, 2017 14:17 GMT  
Vulnerability details disclosed by researcher| 24 November, 2017 13:23 GMT
...";Intercom DDS;26/08/2017 12:57;0;;;CWE-79;The vulnerability described is a Cross-Site Scripting (XSS) vulnerability. CWE-79 (Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')) covers scenarios where untrusted user input is not properly sanitized before being included in an HTML response.;Vulners
H1:234947;Cuvva: Sensitive Support Mail Disclosure;An issue with our handling of Intercom sessions existed in one of our partner dashboards. Exact details being kept under wraps for now, as it's an issue which exists in a large number of Intercom installations.;Intercom DDS;31/05/2017 16:49;0;;;CWE-306;This vulnerability description mentions an 'issue with handling Intercom sessions,' which strongly suggests a problem with authentication and session management (CWE-306). While specifics are absent, exploiting session vulnerabilities could allow attackers to hijack user sessions.;Vulners
VERACODE:3862;Cross-site Scripting (XSS);"intercom-rails is vulnerable to cross-site scripting (XSS) attacks. These attacks are possible through the script tags in intercom settings.
";Intercom DDS;07/04/2017 07:48;0;;;CWE-79;CWE-79 (Cross-site Scripting) occurs when an application includes untrusted user input in its output without proper validation or escaping. This allows attackers to execute malicious scripts in the victim's browser.;Vulners
VERACODE:3219;Cross-Site Scripting (XSS);"intercom-rails is vulnerable to cross-site scripting (XSS) attacks. A malicious user can inject or execute arbitrary script by pre-appending script tags before the arbitrary script in their data.
";Intercom DDS;04/01/2017 01:22;0;;;CWE-79;This vulnerability falls under CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'). The description clearly states that arbitrary script can be injected and potentially executed, which is the hallmark of a cross-site scripting vulnerability.;Vulners
CVE-2014-3881;CVE-2014-3881;Cross-site request forgery (CSRF) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to hijack the authentication of arbitrary users.;Intercom DDS;28/06/2014 00:55;68;MEDIUM;;CWE-352;This vulnerability falls under CWE-352: Cross-Site Request Forgery (CSRF). CSRF vulnerabilities exploit the trust a web application has in a user's browser, allowing an attacker to force the user's browser to send requests to the application without the user's knowledge or consent.;Vulners
NVD:CVE-2014-3881;CVE-2014-3881;Cross-site request forgery (CSRF) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to hijack the authentication of arbitrary users.;Intercom DDS;28/06/2014 00:55;68;MEDIUM;;CWE-352;Cross-Site Request Forgery (CSRF) is a type of vulnerability that allows an attacker to induce users to perform actions that they do not intend to perform.;Vulners
NVD:CVE-2014-2006;CVE-2014-2006;Cross-site scripting (XSS) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.;Intercom DDS;28/06/2014 00:55;43;MEDIUM;;CWE-79;CWE-79 (Cross-site Scripting) occurs when an application includes untrusted data in an HTML response sent to a web browser. This allows attackers to execute malicious scripts in a victim's browser, potentially stealing their session, defacing websites, or redirecting the user to malicious sites.;Vulners
CVE-2014-2006;CVE-2014-2006;Cross-site scripting (XSS) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.;Intercom DDS;28/06/2014 00:55;43;MEDIUM;;CWE-79;CWE-79 (Cross-site Scripting) occurs when an application allows untrusted user data to be dynamically included in web pages without proper validation or escaping. This allows attackers to execute malicious scripts in the victim's browser.;Vulners
PRION:CVE-2014-2006;Cross site scripting;Cross-site scripting (XSS) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.;Intercom DDS;28/06/2014 00:55;43;;;CWE-79;This vulnerability falls under CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'). This is because the description explicitly states that the vulnerability allows attackers to inject arbitrary web script or HTML, indicating a failure to properly sanitize user input.;Vulners
PRION:CVE-2014-3881;Cross site request forgery (csrf);Cross-site request forgery (CSRF) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to hijack the authentication of arbitrary users.;Intercom DDS;28/06/2014 00:55;68;;;CWE-352;CWE-352 refers to Cross-Site Request Forgery (CSRF).  In this case, the software doesn't have adequate protection to prevent attackers from forcing authenticated users to perform actions without their knowledge by sending them malicious requests.;Vulners
CVELIST:CVE-2014-2006;CVE-2014-2006;Cross-site scripting (XSS) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.;Intercom DDS;28/06/2014 00:00;0;NONE;;CWE-79;CWE-79 (Cross-site Scripting) occurs when an application allows untrusted user data to be interpreted as code by the web browser. This can allow attackers to steal user data, deface websites, or launch phishing attacks.;Vulners
CVELIST:CVE-2014-3881;CVE-2014-3881;Cross-site request forgery (CSRF) vulnerability in Intercom Web Kyukincho 3.x before 3.0.030 allows remote attackers to hijack the authentication of arbitrary users.;Intercom DDS;28/06/2014 00:00;0;NONE;;CWE-352;Cross-site request forgery (CSRF) occurs when an attacker tricks a victim into submitting a malicious request on a web application. This can allow the attacker to perform actions as the victim, such as changing account details or making purchases.;Vulners
JVN:36259412;JVN#36259412: Web Kyukincho vulnerable to cross-site request forgery;"Web Kyukincho provided by Intercom, Inc. Web Kyukincho contains a cross-site request forgery vulnerability.

 ## Impact

If a user views a malicious page while logged in, unintended operations may be conducted...";Intercom DDS;25/06/2014 00:00;68;MEDIUM;;CWE-352;Cross-Site Request Forgery (CSRF) is a type of web application vulnerability that allows an attacker to induce users to perform actions they did not intend to perform.;Vulners
